CUSTOMER,Tahun,Bulan OK,NO REK, NO.OK , NAMA BARANG ,  PEMAKAIAN BAHAN BAKU ,  Waste_Total @Kg , Waste %
PT KAO INDONESIA,2024,9,124.1706.021,OK/TAB/24/VIII/00322,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4802.55,50.55,1.05%
PT KAO INDONESIA,2024,9,124.1706.021,OK/TAB/24/VIII/00330,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,5008.5,74.85,1.49%
PT KAO INDONESIA,2024,9,124.1706.023,OK/TAB/24/VIII/00102,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-70-4000 FSC MIX) 26216816 40 GSM X 70 MM X 4000 M,5565,111.05,2.00%
PT KAO INDONESIA,2024,9,124.1706.023,OK/TAB/24/IX/00060,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-70-4000 FSC MIX) 26216816 40 GSM X 70 MM X 4000 M,3710,70.4,1.90%
PT KAO INDONESIA,2024,9,124.1706.023,OK/TAB/24/VIII/00323,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-70-4000 FSC MIX) 26216816 40 GSM X 70 MM X 4000 M,5416.6,48,0.89%
PT KAO INDONESIA,2024,9,124.1705.056,OK/TAB/24/IX/00011,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-85-4000 FSC MIX) 26216810 40 GSM X 85 MM X 4000 M,1559,48.2,3.09%
PT KAO INDONESIA,2024,10,124.1705.044,OK/TAB/24/IX/00128,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,3710,128.36,3.46%
PT KAO INDONESIA,2024,10,124.1705.044,OK/TAB/24/IX/00334,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,5305.3,85.9,1.62%
PT KAO INDONESIA,2024,10,124.1705.044,OK/TAB/24/X/00036,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,3564,0,0.00%
PT KAO INDONESIA,2024,10,124.1705.044,OK/TAB/24/X/00042,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,8904,410.48,4.61%
PT KAO INDONESIA,2024,10,124.1705.044,OK/TAB/24/X/00250,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,13913.6,616.64,4.43%
PT KAO INDONESIA,2024,10,124.1706.021,OK/TAB/24/IX/00003,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2968,32,1.08%
PT KAO INDONESIA,2024,10,124.1706.021,OK/TAB/24/IX/00012,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,7049,96,1.36%
PT KAO INDONESIA,2024,10,124.1706.021,OK/TAB/24/IX/00036,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,7420,79.95,1.08%
PT KAO INDONESIA,2024,10,124.1706.021,OK/TAB/24/IX/00129,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,11130,192,1.73%
PT KAO INDONESIA,2024,10,124.1706.021,OK/TAB/24/VIII/00338,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,5565,20,0.36%
PT KAO INDONESIA,2024,10,124.1706.021,OK/TAB/24/IX/00091,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2597,-6,-0.23%
PT KAO INDONESIA,2024,10,124.1706.021,OK/TAB/24/IX/00157,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,3710,26,0.70%
PT KAO INDONESIA,2024,10,124.1706.021,OK/TAB/24/IX/00197,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,7531,139,1.85%
PT KAO INDONESIA,2024,10,124.1706.021,OK/TAB/24/IX/00201,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,8162,52,0.64%
PT KAO INDONESIA,2024,10,124.1706.021,OK/TAB/24/IX/00277,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4772.94,20.94,0.44%
PT KAO INDONESIA,2024,10,124.1706.021,OK/TAB/24/IX/00303,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4545,64.25,1.41%
PT KAO INDONESIA,2024,10,124.1706.021,OK/TAB/24/X/00006,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,8473.62,157.62,1.86%
PT KAO INDONESIA,2024,10,124.1705.046,OK/TAB/24/IX/00198,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-79-4000 FSC MIX) 26216811 40 GSM X 79 MM X 4000 M,1855,67.48,3.64%
PT KAO INDONESIA,2024,10,124.1705.046,OK/TAB/24/X/00034,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-79-4000 FSC MIX) 26216811 40 GSM X 79 MM X 4000 M,5565,202.44,3.64%
PT KAO INDONESIA,2024,10,124.1706.023,OK/TAB/24/IX/00304,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-70-4000 FSC MIX) 26216816 40 GSM X 70 MM X 4000 M,2652,3.06,0.12%
PT KAO INDONESIA,2024,11,124.1705.044,OK/TAB/24/X/00207,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,4173.63,78.27,1.88%
PT KAO INDONESIA,2024,11,124.1705.044,OK/TAB/24/X/00066,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,5565,235.62,4.23%
PT KAO INDONESIA,2024,11,124.1705.044,OK/TAB/24/XI/00046,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,2424.9,48.9,2.02%
PT KAO INDONESIA,2024,11,124.1705.044,OK/TAB/24/XI/00080,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,2597,78.8,3.03%
PT KAO INDONESIA,2024,11,124.1705.044,OK/TAB/24/XI/00144,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,1298.5,39.4,3.03%
PT KAO INDONESIA,2024,11,124.1705.044,OK/TAB/24/XI/00229,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,2376,0,0.00%
PT KAO INDONESIA,2024,11,124.1706.019,OK/TAB/24/X/00357,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 216815 40 GSM X 55 MM X 4000 M,1855,61.6,3.32%
PT KAO INDONESIA,2024,11,124.1706.019,OK/TAB/24/XI/00130,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 216815 40 GSM X 55 MM X 4000 M,4266.5,149.9,3.51%
PT KAO INDONESIA,2024,11,124.1706.021,OK/TAB/24/X/00035,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,7307.65,179.65,2.46%
PT KAO INDONESIA,2024,11,124.1706.021,OK/TAB/24/X/00040,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2856,124.26,4.35%
PT KAO INDONESIA,2024,11,124.1706.021,OK/TAB/24/X/00083,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2597,77.42,2.98%
PT KAO INDONESIA,2024,11,124.1706.021,OK/TAB/24/X/00141,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,11782.96,318.2,2.70%
PT KAO INDONESIA,2024,11,124.1706.021,OK/TAB/24/X/00208,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4973.92,221.92,4.46%
PT KAO INDONESIA,2024,11,124.1706.021,OK/TAB/24/X/00241,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2666,69,2.59%
PT KAO INDONESIA,2024,11,124.1706.021,OK/TAB/24/X/00249,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,8533,128,1.50%
PT KAO INDONESIA,2024,11,124.1706.021,OK/TAB/24/X/00253,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,1855,26.2,1.41%
PT KAO INDONESIA,2024,11,124.1706.021,OK/TAB/24/X/00285,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,7420,160.4,2.16%
PT KAO INDONESIA,2024,11,124.1706.021,OK/TAB/24/X/00304,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2597,99.2,3.82%
PT KAO INDONESIA,2024,11,124.1706.021,OK/TAB/24/XI/00015,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2745,129.65,4.72%
PT KAO INDONESIA,2024,11,124.1706.021,OK/TAB/24/XI/00044,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2597,89.7,3.45%
PT KAO INDONESIA,2024,11,124.1706.021,OK/TAB/24/XI/00056,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2597,0,0.00%
PT KAO INDONESIA,2024,11,124.1706.021,OK/TAB/24/XI/00079,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2597,77.35,2.98%
PT KAO INDONESIA,2024,11,124.1706.021,OK/TAB/24/XI/00143,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,7268,140,1.93%
PT KAO INDONESIA,2024,11,124.1706.022,OK/TAB/24/X/00340,RELEASE PAPER/PINK (RELEASE PAPER LV 40-55-4000 FSC MIX) 26216592 40 GSM X 55 MM X 4000 M,3006,115.4,3.84%
PT KAO INDONESIA,2024,11,124.1706.022,OK/TAB/24/XI/00115,RELEASE PAPER/PINK (RELEASE PAPER LV 40-55-4000 FSC MIX) 26216592 40 GSM X 55 MM X 4000 M,1484,20.4,1.37%
PT KAO INDONESIA,2024,11,124.1705.046,OK/TAB/24/X/00176,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-79-4000 FSC MIX) 26216811 40 GSM X 79 MM X 4000 M,3710,152.99,4.12%
PT KAO INDONESIA,2024,11,124.1705.048,OK/TAB/24/X/00041,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-85-1800 FSC MIX) 26118399 40 GSM X 85 MM X 1800 M,1002,42.08,4.20%
PT KAO INDONESIA,2024,11,124.1706.023,OK/TAB/24/X/00033,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-70-4000 FSC MIX) 26216816 40 GSM X 70 MM X 4000 M,5768,177.57,3.08%
PT KAO INDONESIA,2024,12,124.1706.021,OK/TAB/24/XI/00195,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,12614,409.1,3.24%
PT KAO INDONESIA,2024,12,124.1706.021,OK/TAB/24/XI/00228,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,18735.5,423.71,2.26%
PT KAO INDONESIA,2024,12,124.1706.021,OK/TAB/24/XI/00255,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2597,0,0.00%
PT KAO INDONESIA,2024,12,124.1706.021,OK/TAB/24/XII/00048,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,1855,64.5,3.48%
PT KAO INDONESIA,2024,12,124.1706.021,OK/TAB/24/XII/00217,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,1188,0,0.00%
PT KAO INDONESIA,2024,12,124.1706.021,OK/TAB/24/XII/00232,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,7420,206.6,2.78%
PT KAO INDONESIA,2024,12,124.1706.023,OK/TAB/24/XII/00133,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-70-4000 FSC MIX) 26216816 40 GSM X 70 MM X 4000 M,1855,85.35,4.60%
PT KAO INDONESIA,2025,1,124.1705.044,OK/TAB/24/XII/00255,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,1298.5,40.1,3.09%
PT KAO INDONESIA,2025,1,124.1706.019,OK/TAB/24/XII/00215,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 216815 40 GSM X 55 MM X 4000 M,1866.2,48.49,2.60%
PT KAO INDONESIA,2025,1,124.1706.021,OK/TAB/24/XII/00254,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,9676.55,172.55,1.78%
PT KAO INDONESIA,2025,1,124.1706.021,OK/TAB/24/XII/00035,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4889.3,137.3,2.81%
PT KAO INDONESIA,2025,1,124.1706.021,OK/TAB/24/XII/00047,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4858.6,106.6,2.19%
PT KAO INDONESIA,2025,1,124.1706.021,OK/TAB/24/XII/00059,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,8456,140,1.66%
PT KAO INDONESIA,2025,1,124.1706.021,OK/TAB/24/XII/00132,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,11315.5,345.2,3.05%
PT KAO INDONESIA,2025,1,124.1706.021,OK/TAB/24/XII/00140,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2597,26,1.00%
PT KAO INDONESIA,2025,1,124.1706.021,OK/TAB/24/XII/00348,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4953,170.7,3.45%
PT KAO INDONESIA,2025,1,124.1706.021,OK/TAB/25/I/00034,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2435,59,2.42%
PT KAO INDONESIA,2025,1,124.1706.021,OK/TAB/25/I/00051,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,5212,272.45,5.23%
PT KAO INDONESIA,2025,1,124.1706.021,OK/TAB/25/I/00079,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4823,-99.2,-2.06%
PT KAO INDONESIA,2025,2,124.1705.044,OK/TAB/25/II/00016,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,1188,0,0.00%
PT KAO INDONESIA,2025,2,124.1705.044,OK/TAB/25/II/00076,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,1484,29.9,2.01%
PT KAO INDONESIA,2025,2,124.1705.044,OK/TAB/25/II/00134,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,3895.5,96.35,2.47%
PT KAO INDONESIA,2025,2,124.1706.021,OK/TAB/25/I/00160,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,5193,208.9,4.02%
PT KAO INDONESIA,2025,2,124.1706.021,OK/TAB/25/I/00206,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,8562.6,246.6,2.88%
PT KAO INDONESIA,2025,2,124.1706.021,OK/TAB/25/I/00240,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,5008.5,196.95,3.93%
PT KAO INDONESIA,2025,2,124.1706.021,OK/TAB/25/I/00261,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2430.35,54.35,2.24%
PT KAO INDONESIA,2025,2,124.1706.021,OK/TAB/25/II/00017,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4829.35,77.35,1.60%
PT KAO INDONESIA,2025,2,124.1706.021,OK/TAB/25/II/00075,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4892,140,2.86%
PT KAO INDONESIA,2025,2,124.1706.021,OK/TAB/25/II/00133,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,7846.65,145.65,1.86%
PT KAO INDONESIA,2025,2,124.1706.023,OK/TAB/25/I/00035,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-70-4000 FSC MIX) 26216816 40 GSM X 70 MM X 4000 M,1985,40.2,2.03%
PT KAO INDONESIA,2025,2,124.1706.023,OK/TAB/25/I/00156,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-70-4000 FSC MIX) 26216816 40 GSM X 70 MM X 4000 M,1855,59.8,3.22%
PT KAO INDONESIA,2025,2,124.1706.023,OK/TAB/25/I/00205,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-70-4000 FSC MIX) 26216816 40 GSM X 70 MM X 4000 M,1855,47,2.53%
PT KAO INDONESIA,2025,3,123.1705.027,OK/TAB/25/II/00015,BSJ RELEASE PAPER/WHITE (FSC MIX) 39 GSM X 950 MM,1855,0,0.00%
PT KAO INDONESIA,2025,3,124.1705.044,OK/TAB/25/II/00204,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,1298.5,95,7.32%
PT KAO INDONESIA,2025,3,124.1706.021,OK/TAB/25/II/00205,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,12297.5,311.9,2.54%
PT KAO INDONESIA,2025,3,124.1706.021,OK/TAB/25/II/00239,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4895.19,143.19,2.93%
PT KAO INDONESIA,2025,3,124.1706.021,OK/TAB/25/II/00243,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4963.8,211.8,4.27%
PT KAO INDONESIA,2025,3,124.1706.021,OK/TAB/25/II/00282,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4823,286.01,5.93%
PT KAO INDONESIA,2025,3,124.1706.021,OK/TAB/25/II/00294,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,5050.4,298.4,5.91%
PT KAO INDONESIA,2025,3,124.1706.021,OK/TAB/25/III/00018,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2496.85,120.85,4.84%
PT KAO INDONESIA,2025,3,124.1706.021,OK/TAB/25/III/00025,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,6121.5,153.55,2.51%
PT KAO INDONESIA,2025,3,124.1706.021,OK/TAB/25/III/00080,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4898,146,2.98%
PT KAO INDONESIA,2025,3,124.1706.021,OK/TAB/25/III/00098,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,7537.5,409.5,5.43%
PT KAO INDONESIA,2025,3,124.1706.021,OK/TAB/25/III/00148,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2376,0,0.00%
PT KAO INDONESIA,2025,3,124.1706.023,OK/TAB/25/II/00070,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-70-4000 FSC MIX) 26216816 40 GSM X 70 MM X 4000 M,4081,250,6.13%
PT KAO INDONESIA,2025,3,124.1706.023,OK/TAB/25/II/00185,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-70-4000 FSC MIX) 26216816 40 GSM X 70 MM X 4000 M,3710,-13,-0.35%
PT KAO INDONESIA,2025,3,124.1706.023,OK/TAB/25/III/00152,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-70-4000 FSC MIX) 26216816 40 GSM X 70 MM X 4000 M,3710,96.4,2.60%
PT KAO INDONESIA,2025,4,124.1705.044,OK/TAB/25/II/00283,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,1304.5,44.45,3.41%
PT KAO INDONESIA,2025,4,124.1705.044,OK/TAB/25/III/00099,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,2415.47,39.47,1.63%
PT KAO INDONESIA,2025,4,124.1705.044,OK/TAB/25/III/00150,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,1214.8,26.8,2.21%
PT KAO INDONESIA,2025,4,124.1705.044,OK/TAB/25/III/00206,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,1298.5,0,0.00%
PT KAO INDONESIA,2025,4,124.1705.044,OK/TAB/25/III/00229,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,1855,76.28,4.11%
PT KAO INDONESIA,2025,4,124.1706.021,OK/TAB/25/III/00162,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2465.7,89.7,3.64%
PT KAO INDONESIA,2025,4,124.1706.021,OK/TAB/25/III/00205,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4823,-57.79,-1.20%
PT KAO INDONESIA,2025,4,124.1706.021,OK/TAB/25/III/00267,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2411.5,0,0.00%
PT KAO INDONESIA,2025,4,124.1706.021,OK/TAB/25/IV/00023,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,12995.4,1115.4,8.58%
PT KAO INDONESIA,2025,4,124.1706.021,OK/TAB/25/IV/00024,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,9808.1,304.1,3.10%
PT KAO INDONESIA,2025,4,124.1706.021,OK/TAB/25/IV/00044,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,1855,103.3,5.57%
PT KAO INDONESIA,2025,4,124.1706.021,OK/TAB/25/IV/00136,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,2498,122,4.88%
PT KAO INDONESIA,2025,4,124.1706.021,OK/TAB/25/IV/00171,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-55-4000 FSC MIX) 26216815 40 GSM X 55 MM X 4000 M,4878,126,2.58%
PT KAO INDONESIA,2025,4,124.1705.046,OK/TAB/25/II/00298,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-79-4000 FSC MIX) 26216811 40 GSM X 79 MM X 4000 M,1855,164.2,8.85%
PT KAO INDONESIA,2025,4,124.1705.046,OK/TAB/25/III/00153,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-79-4000 FSC MIX) 26216811 40 GSM X 79 MM X 4000 M,1966.3,115.85,5.89%
PT KAO INDONESIA,2025,4,124.1705.048,OK/TAB/25/III/00151,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-85-1800 FSC MIX) 26118399 40 GSM X 85 MM X 1800 M,1001.7,33.41,3.34%
PT KAO INDONESIA,2025,4,124.1706.023,OK/TAB/25/II/00281,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-70-4000 FSC MIX) 26216816 40 GSM X 70 MM X 4000 M,1855,169.09,9.12%
PT KAO INDONESIA,2025,4,124.1706.023,OK/TAB/25/IV/00154,RELEASE PAPER/PINK (RELEASE PAPER HAKURI 40-70-4000 FSC MIX) 26216816 40 GSM X 70 MM X 4000 M,3710,40.6,1.09%
PT KAO INDONESIA,2025,5,124.1705.044,OK/TAB/25/IV/00159,RELEASE PAPER/WHITE (RELEASE PAPER NP 40-55-4000 FSC MIX) 26216813 40 GSM X 55 MM X 4000 M,1230.3,42.3,3.44%
